"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
"-4.04860892096135","0.427287846581185","-4.22423391178775","-2.57569502260387","-5.69270854813195","-0.214744361821917","2.29294386958613","1.76266808350496","-0.0390766218566476","0.471500867151744","-2.14087233773362","-4.04860892096135","-1.81175223247122","-1.0978247954558","0.565869205796821","-1.56395770718924","-0.708292496800234","-1.43119571030336","-1.41891312058941","-1.45454266691526","male"
"-3.840446972597","0.611572950993166","-3.99866217269289","-2.48649198751299","-5.58810508939499","-0.258444564123541","4.54733811424557","4.43230806762922","-0.065225733208259","0.594337394883438","-2.14087233773362","-3.840446972597","-1.07942402412938","-1.09136033433243","-0.293983934702144","-1.56166922364341","-0.708292496800234","-1.41788332316141","-1.40559650722165","-1.01394287642834","male"
"-3.46251985277382","1.60359475251689","-4.09520403229367","-2.70655922295223","-3.92807863691144","0.909182162823645","6.51262824210837","7.32505039978817","-1.08355923300076","0.398198105320077","-2.14087233773362","-3.46251985277382","-1.36515237057989","-1.10022287649631","0.410415530678366","-1.56361963575633","-0.708292496800234","-1.42897697911304","-1.41669368502812","-1.06517541020589","male"
"-0.992000783849045","0.899855874254963","-0.759333836606017","-0.901276063962813","-0.711092339836559","0.632590482118216","-0.4497873669792","-0.240061409372433","1.51614333891878","1.79705611559895","-1.05440976302487","-0.992000783849045","-1.66670272265348","-0.988777461822854","-0.293983934702144","-1.19517811912755","-0.708292496800234","-1.27366579579027","-1.26133319573754","0.614188999813996","male"
"-1.53039879518595","1.32235220140742","-1.67668323495037","-1.26819500814402","-0.791903740401112","1.00542937802927","-0.480834818589236","-0.238902152747317","1.70806657386679","2.11440575516341","-0.790388760624975","-1.53039879518595","-1.12705553867323","-1.03385228295787","0.260143644730538","-0.221624798549787","-0.708292496800234","0.124134854114664","0.136911207877634","0.289000583884629","male"
"-1.60841178524295","1.34701947167917","-1.8297733895049","-1.48927733466449","-0.641870814919974","1.33988177092051","-0.284777010053737","-0.209440792606335","1.51300601721666","1.85944422220007","-0.68295741597058","-1.60841178524295","-1.01146534857986","-1.02443069165344","-0.162048796741983","-1.01101273458235","-0.708292496800234","-0.659077256070164","-0.646549545259125","-0.4067817347484","male"
"-1.00756880546721","1.04113518203211","-0.70171041870607","-0.976929578903136","-0.8057300261497","0.666380145552313","-0.379557455578984","-0.226645420277051","1.61064431508124","1.99650209928308","-1.02437695489139","-1.00756880546721","-1.14108857779784","-0.550069014706734","0.260143644730538","-0.665628416168097","-0.708292496800234","0.0753227679275076","0.088083625529167","-0.416557663616523","male"
"-0.681609355372795","1.17947565112641","-1.13541625761331","-0.61470001559741","0.304447242536135","0.867641072433145","-0.411036281760384","-0.235693808898371","1.42570458156395","1.75551800206184","-0.478708384385966","-0.681609355372795","-1.54016956727066","-0.990832941530067","-3.8134428851529","-1.00507733267655","-0.708292496800234","-1.28032198936124","-1.26799150242143","0.92240348787222","male"
"-1.29244612178241","1.25463533159512","-1.29353804355019","-1.07332821354008","-0.684349042960008","0.843132766239996","-0.481171454512825","-0.24085451369443","1.6806731273269","2.04356345693267","0.697140429810651","-1.29244612178241","-1.42636116463232","-0.980463265566068","-0.293983934702144","-0.938175827244519","-0.708292496800234","-0.818825901773584","-0.806348905672288","-0.21329888702624","male"
"-1.55685826025633","1.39465037923859","-1.76482594497608","-1.33270296130093","-0.964828191717467","0.983280879988333","-0.459800937002159","-0.235540400884","1.78123468302558","2.23234776257864","-1.98934022797735","-1.55685826025633","-1.14305700579315","-0.910587410475467","0.114798705862938","-0.93077245145173","-0.584871258082666","-0.0999569961081904","-0.0894712193743476","-0.701786891077895","male"
"-0.798389890179343","0.889787768682864","-0.480210497398259","-0.801682107773574","-0.339486221796691","0.72459641774006","-0.509541472481476","-0.241566453466635","1.55897789607151","1.83345223349278","-0.892754786426105","-0.798389890179343","-1.66889640166307","-0.766538995878909","-4.6944088301969","-0.702551696144618","-0.708292496800234","-0.634671212976585","-0.622135754084891","0.219736536935046","male"
"-1.41574699100099","1.19671705528849","-1.59774056533632","-1.09166127534881","-0.931737401192131","0.727301064274661","-0.356888905989655","-0.224393360426497","1.5757552159539","1.93681535058256","-1.98412892545555","-1.41574699100099","-1.19511201756338","-0.918995646858401","0.114798705862938","-1.11026584422932","-0.708292496800234","-0.661295987260489","-0.648768980820419","-0.34657692202553","male"
"-1.4561168704159","1.42627850225616","-1.68751159085021","-1.17730126786792","-0.657303941309478","0.976379574071721","-0.415382004386731","-0.233897741793337","1.52039118903547","1.84729327587738","-0.736341054967956","-1.4561168704159","-1.55281213653451","-1.04124719407615","-1.51306460945403","-0.661723069247503","-0.584871258082666","-0.00898901730485347","0.00152563863870361","-0.713674119211501","male"
"0.0106574881516689","0.175116883522357","0.146658644313896","-0.238636746125127","0.201660174213988","0.38295232091469","-0.417574595583039","-0.230439261150785","0.940843691651597","0.725905708419141","0.706512483116792","0.0106574881516689","-0.349890436105281","-0.614039423544978","0.565869205796821","0.852815533881746","-0.708292496800234","-0.636889944166911","-0.624355189646185","2.03256468328274","male"
"0.0738245298345443","0.591895220979676","0.154340746250282","-0.232271788490648","0.650930039610545","0.62394893024325","0.100915836761217","-0.00877287544256248","1.00502540245151","0.919202198853878","-1.49339381295006","0.0738245298345443","-1.23846902805393","-0.830828031274588","0.565869205796821","0.793076323031757","2.37723847113898","0.481350575757036","0.438754444213608","-0.28814126053333","male"
"-0.22175750839871","0.737743101966872","0.144483196875485","-0.510553747848174","0.148664137272201","0.663064493571272","0.317146969389436","0.186739031515113","1.24156421240488","1.27862412181416","-1.49287318417064","-0.22175750839871","-1.26176934796199","-0.961199187125728","-0.421859529955842","1.50815078332797","-0.708292496800234","0.55456870503777","0.567481706768656","0.297682496145952","male"
"0.332232807592405","0.520309207427051","0.614142484440662","-0.167937044026543","0.828779271206718","0.649015639787933","-0.372091298927885","-0.21295780037889","0.965304891119959","0.735648714340746","-1.49155390852051","0.332232807592405","-0.912690007179877","-1.00197693211375","0.565869205796821","1.15174757524954","-0.708292496800234","0.36153909147947","0.374390812936084","0.678319838843176","male"
"-0.322872229393183","1.06565826854193","-0.90247226682541","-0.371093745634183","0.797507520209594","0.862893985244402","0.0158004605966839","-0.0800637592302942","0.92990040860599","1.00384178383591","-1.36423918619612","-0.322872229393183","-1.95293391787275","-1.09942508198757","0.114798705862938","-1.37647477217085","-0.708292496800234","-1.27144706459994","-1.25911376017625","-0.296320674935481","male"
"-0.419838634234872","1.02057410480898","-1.10016622153773","-0.50739163548874","0.637037965776449","0.92931182609781","-0.102777936632359","-0.134024587724771","0.875872323163946","0.853565590453834","-1.36327335345804","-0.419838634234872","-1.83636446829494","-1.09702229420387","-0.896296521042021","-1.29977516665913","-0.708292496800234","-0.545921965363574","-0.533358331633134","-0.956138239192446","male"
"-0.243173799580997","0.974375831810164","-0.881517879611417","-0.344607108072313","0.823589933794346","0.847168306765523","-0.079045010179229","-0.116438697985489","0.79569167843026","0.619938373388375","-1.36335349902278","-0.243173799580997","-1.63064915361334","-1.0978247954558","-1.60639135967425","-1.21127286395757","-0.708292496800234","-0.63245248178626","-0.619916318523598","-0.884250843381551","male"
"-0.272490385023828","1.18762458965864","-0.216841456679536","-0.418769470138628","0.87154098357694","0.958047041138948","-0.040655880064295","-0.122215294676557","0.676135799849179","0.647048198116109","-1.36430517331122","-0.272490385023828","-1.52403920600739","-1.09460530274854","-1.95636667300016","-1.12971795436883","-0.708292496800234","-1.22929117198376","-1.21694448451167","0.513315355765938","male"
"0.00363607367112055","1.03549622112682","-0.448894318403643","-0.242040265002936","1.24410718107896","0.962816885983451","-0.130371239987558","-0.179999035387755","0.448138530893117","0.37798919381854","-1.36425952095255","0.00363607367112055","-1.36709796655714","-1.07474255964846","0.565869205796821","-1.17928650797141","-0.708292496800234","-0.383954588469827","-0.371339535658677","-0.952761426001439","male"
"-0.5806153826693","0.92017211437786","-1.10225503858891","-0.544908104926229","0.113527955671108","0.682739721966659","0.10552515975698","-0.0586582584716877","0.708936313584616","0.75600020676303","-1.36446030431004","-0.5806153826693","-2.48464634780743","-1.09862572317587","-2.03845964773092","-1.46531202171391","-0.708292496800234","-1.30694676364515","-1.29462472915695","-0.686895348547602","male"
